No.,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,"INGRESOS OPERACIONALES
2018*",GANANCIA (PERDIDA) 2018,TOTAL ACTIVOS 2018,TOTAL PASIVOS 2018,TOTAL PATRIMONIO 2018,"INGRESOS OPERACIONALES
2017*",GANANCIA (PERDIDA) 2017,TOTAL ACTIVOS 2017,TOTAL PASIVOS 2017,TOTAL PATRIMONIO 2017,GRUPO EN NIIF,∆ INGRESOS OPERACIONALES 2017-2018,∆ GANANCIA (PERDIDA) 2017-2018,∆ ACTIVOS 2017-2018,∆ TOTAL PASIVOS 2017-2018,∆ TOTAL PATRIMONIO 2017-2018
301,900020155,INVERSIONES MERCA Z SA,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,TUMACO-NARINO,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,1651919050.0,24863620.0,300682900.0,208029270.0,92653630.0,1681515830.0,16354070.0,312268100.0,239532760.0,72735340.0,NIIF PYMES-GRUPO 2,-29596780.0,8509550.0,-11585200.0,-31503490.0,19918290.0
302,891300382,HARINERA DEL VALLE S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,C1051 - Elaboración de productos de molinería,MANUFACTURA,9284119890.0,443768000.0,13872252440.0,4024471200.0,9847781240.0,8834876650.0,422939640.0,13859878050.0,3636758090.0,10223119960.0,NIIF PLENAS-GRUPO 1,449243240.0,20828360.0,12374390.0,387713110.0,-375338720.0
303,900736182,APPLE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,10061418780.0,-46234120.0,3493294690.0,3082212020.0,411082670.0,8901079780.0,179297490.0,3478638480.0,3021321690.0,457316790.0,NIIF PLENAS-GRUPO 1,1160339000.0,-225531610.0,14656210.0,60890330.0,-46234120.0
304,900640334,SALUD COLPATRIA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,23392066009.0,383793959.0,1077038698.0,7488915626.0,3281471353.0,2162141267.0,-100148954.0,10618993576.0,7444430137.0,3174563439.0,NIIF PLENAS-GRUPO 1,21229924742.0,483942913.0,-9541954878.0,44485489.0,106907914.0
305,900514524,Abbvie S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,2523157630.0,167819940.0,2183591540.0,592895690.0,1590695850.0,2626987250.0,-2994800.0,1948719080.0,489226900.0,1459492180.0,NIIF PLENAS-GRUPO 1,-103829620.0,170814740.0,234872460.0,103668790.0,131203670.0
306,890400080,CABOT COLOMBIANA S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,C1921 - Fabricación de productos de la refinación del petróleo,MANUFACTURA,1719667610.0,76103980.0,1172209990.0,606301230.0,565908760.0,1233727940.0,18291600.0,1056495800.0,566691020.0,489804780.0,NIIF PLENAS-GRUPO 1,485939670.0,57812380.0,115714190.0,39610210.0,76103980.0
307,860009694,CYRGO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,2302839620.0,25551950.0,948045050.0,889600320.0,58444730.0,1897521510.0,8059560.0,718826510.0,685933730.0,32892780.0,NIIF PLENAS-GRUPO 1,405318110.0,17492390.0,229218540.0,203666590.0,25551950.0
308,900134430,NOKIA SOLUTIONS AND NETWORKS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6190 - Otras actividades de telecomunicaciones,SERVICIOS,5944692050.0,42901790.0,6275111260.0,5360910050.0,914201210.0,3387915330.0,-1931920.0,2654786920.0,1783487500.0,871299420.0,NIIF PLENAS-GRUPO 1,2556776720.0,44833710.0,3620324340.0,3577422550.0,42901790.0
310,800125872,KERALTY S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,M7010 - Actividades de administración empresarial,SERVICIOS,1805322330.0,1302539310.0,3453912080.0,755352750.0,2698559330.0,1225218420.0,791353130.0,2904948780.0,857838030.0,2047110750.0,NIIF PLENAS-GRUPO 1,580103910.0,511186180.0,548963300.0,-102485280.0,651448580.0
311,800041829,YOKOMOTOR S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,3906874970.0,60126870.0,1644191210.0,964199000.0,679992210.0,2948672160.0,42730390.0,1405494830.0,754371950.0,651122880.0,NIIF PYMES-GRUPO 2,958202810.0,17396480.0,238696380.0,209827050.0,28869330.0
312,800187974,COLOMBIA ENERGY DEVELOPMENT CO,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,1385198710.0,237218030.0,2776225800.0,1092599920.0,1683625880.0,1294485180.0,280112810.0,1712005000.0,523372050.0,1188632950.0,NIIF PLENAS-GRUPO 1,90713530.0,-42894780.0,1064220800.0,569227870.0,494992930.0
313,800237456,EMTELCO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,4008659800.0,138411570.0,1821880140.0,663942850.0,1157937290.0,4009399230.0,153409070.0,1680427110.0,592472110.0,1087955000.0,NIIF PLENAS-GRUPO 1,-739430.0,-14997500.0,141453030.0,71470740.0,69982290.0
314,900103457,TCS SOLUTION CENTER SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,SERVICIOS,2297139160.0,152642000.0,1279747240.0,549385660.0,730361580.0,2014285120.0,254233750.0,1359799840.0,782080260.0,577719580.0,NIIF PYMES-GRUPO 2,282854040.0,-101591750.0,-80052600.0,-232694600.0,152642000.0
316,860025285,"ERICSSON DE COLOMBIA S. 
ACTIVIDADES DE TELECOMUNICACIONES  
J6190 - Otras actividades de telecomunicaciones
01. ANUAL
1969-07-01
2069-07-01
ACTIVA
01. SOCIEDAD ANÓNIMA
07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6190 - Otras actividades de telecomunicaciones,SERVICIOS,2313266830.0,-202939420.0,2449843540.0,2401501920.0,48341620.0,2831602140.0,-7190310.0,3027475800.0,2777583330.0,249892470.0,NIIF PLENAS-GRUPO 1,-518335310.0,-195749110.0,-577632260.0,-376081410.0,-201550850.0
317,860067998,FERRETERIA MULTIALAMBRES LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,1872054830.0,26137150.0,1132559870.0,862693180.0,269866690.0,1639449900.0,26559330.0,1020475530.0,695672010.0,324803520.0,NIIF PLENAS-GRUPO 1,232604930.0,-422180.0,112084340.0,167021170.0,-54936830.0
319,800052534,DISTRIBUCIONES AXA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,2431623100.0,60163750.0,787302360.0,564013370.0,223288990.0,2199907330.0,43110390.0,721060330.0,530920370.0,190139960.0,NIIF PYMES-GRUPO 2,231715770.0,17053360.0,66242030.0,33093000.0,33149030.0
322,800106404,OCUPAR TEMPORALES SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,1586625990.0,5886480.0,289045500.0,171265020.0,117780480.0,1613116050.0,19214990.0,302360600.0,181346910.0,121013690.0,NIIF PYMES-GRUPO 2,-26490060.0,-13328510.0,-13315100.0,-10081890.0,-3233210.0
323,860001777,INDUSTRIAS INCA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,"G4799 - Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados",COMERCIO,2307417440.0,22487960.0,1403520150.0,831245780.0,572274370.0,1940908710.0,-7850310.0,1269012100.0,722799200.0,546212900.0,NIIF PLENAS-GRUPO 1,366508730.0,30338270.0,134508050.0,108446580.0,26061470.0
324,860003216,PRODUCTOS ROCHE.S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,8232409070.0,152150890.0,5421402110.0,2317174630.0,3104227480.0,7704061010.0,151311880.0,5485947390.0,2522965460.0,2962981930.0,NIIF PLENAS-GRUPO 1,528348060.0,839010.0,-64545280.0,-205790830.0,141245550.0
325,800245795,PARMALAT COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1040 - Elaboración de productos lácteos,MANUFACTURA,2725239950.0,-98383530.0,1148722390.0,386258140.0,762464250.0,2635419990.0,-235871170.0,1125705150.0,481750880.0,643954270.0,NIIF PLENAS-GRUPO 1,89819960.0,137487640.0,23017240.0,-95492740.0,118509980.0
326,890929877,COMPASS GROUP SERVICES COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,I5612 - Expendio por autoservicio de comidas preparadas,SERVICIOS,4619210580.0,103299060.0,1941339070.0,1296034900.0,645304170.0,3857632240.0,60137680.0,1614092420.0,1074013510.0,540078910.0,NIIF PLENAS-GRUPO 1,761578340.0,43161380.0,327246650.0,222021390.0,105225260.0
327,860069497,AUTONIZA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,2760966320.0,31815680.0,1861041390.0,1072708980.0,788332410.0,2340851580.0,33831170.0,1743176130.0,953131900.0,790044230.0,NIIF PYMES-GRUPO 2,420114740.0,-2015490.0,117865260.0,119577080.0,-1711820.0
328,900041914,Avon Colombia SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,7613019490.0,-70477360.0,2636489840.0,1978626330.0,657863510.0,7773620250.0,156066350.0,2917494250.0,2023252510.0,894241740.0,NIIF PLENAS-GRUPO 1,-160600760.0,-226543710.0,-281004410.0,-44626180.0,-236378230.0
330,900017447,FALABELLA DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco",COMERCIO,18823008290.0,152007090.0,10384333290.0,6706387360.0,3677945930.0,16498474770.0,-214223740.0,10953828150.0,8028268630.0,2925559520.0,NIIF PLENAS-GRUPO 1,2324533520.0,366230830.0,-569494860.0,-1321881270.0,752386410.0
331,890322007,QUIMPAC DE COLOMBIA S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,C2011 - Fabricación de sustancias y productos químicos básicos,MANUFACTURA,3203916480.0,352452830.0,4199573210.0,2566108880.0,1633464330.0,2983115080.0,326806470.0,4011984370.0,2498710910.0,1513273460.0,NIIF PLENAS-GRUPO 1,220801400.0,25646360.0,187588840.0,67397970.0,120190870.0
332,800099903,CARVAJAL EDUCACION S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,2353038460.0,22347190.0,3733398410.0,3230065700.0,503332710.0,1852075080.0,-207476510.0,3422464030.0,2915833190.0,506630840.0,NIIF PLENAS-GRUPO 1,500963380.0,229823700.0,310934380.0,314232510.0,-3298130.0
334,900806600,RELIANZ MINING SOLUTIONS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,C3314 - Mantenimiento y reparación especializado de equipo eléctrico,MANUFACTURA,10217959620.0,248997790.0,8761241370.0,6132483150.0,2628758220.0,8302668000.0,134029460.0,7898029930.0,5651879740.0,2246150190.0,NIIF PLENAS-GRUPO 1,1915291620.0,114968330.0,863211440.0,480603410.0,382608030.0
336,900072847,GNE Soluciones S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,4993584450.0,26443780.0,802200530.0,329346200.0,472854330.0,4699267370.0,15164130.0,828107390.0,381553690.0,446553700.0,NIIF PLENAS-GRUPO 1,294317080.0,11279650.0,-25906860.0,-52207490.0,26300630.0
337,900147693,ECODIESEL COLOMBIA S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BARRANCABERMEJA-SANTANDER,C2029 - Fabricación de otros productos químicos n.c.p.,MANUFACTURA,3613280810.0,128928750.0,1172570510.0,346719030.0,825851480.0,3593875850.0,131668320.0,1258488860.0,491518590.0,766970270.0,NIIF PLENAS-GRUPO 1,19404960.0,-2739570.0,-85918350.0,-144799560.0,58881210.0
338,900703240,MAZDA DE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,11836225780.0,333939810.0,2757773200.0,1320291540.0,1437481660.0,10430960570.0,341271080.0,3044868900.0,1941327050.0,1103541850.0,NIIF PLENAS-GRUPO 1,1405265210.0,-7331270.0,-287095700.0,-621035510.0,333939810.0
339,900054711,"""EPK KIDS SMART SAS",SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO,1669077470.0,53230170.0,1738150980.0,1117600990.0,620549990.0,1571695670.0,156487060.0,1671787240.0,1104467420.0,567319820.0,NIIF PLENAS-GRUPO 1,97381800.0,-103256890.0,66363740.0,13133570.0,53230170.0
340,811019880,ANTIOQUEÑA DE PORCINOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,A0144 - Cría de ganado porcino,AGROPECUARIO,2376789720.0,8401390.0,3797083670.0,2265553480.0,1531530190.0,2323416120.0,58029460.0,3470379100.0,1924394230.0,1545984870.0,NIIF PYMES-GRUPO 2,53373600.0,-49628070.0,326704570.0,341159250.0,-14454680.0
341,860028580,DISPAPELES S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,3066590600.0,42024690.0,2659682720.0,1527112790.0,1132569930.0,3017833880.0,6449320.0,2653625740.0,1568327080.0,1085298660.0,NIIF PLENAS-GRUPO 1,48756720.0,35575370.0,6056980.0,-41214290.0,47271270.0
342,890200463,GASEOSAS HIPINTO S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,PIEDECUESTA-SANTANDER,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",MANUFACTURA,4963966330.0,181236550.0,5607165280.0,2514099630.0,3093065650.0,4472525890.0,127093200.0,5391750930.0,2262388270.0,3129362660.0,NIIF PLENAS-GRUPO 1,491440440.0,54143350.0,215414350.0,251711360.0,-36297010.0
343,900477347,VITOL COLOMBIA C.I S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,13820392680.0,15366200.0,4357258130.0,3740970470.0,616287660.0,7005523710.0,-75557020.0,2881415230.0,2316942660.0,564472570.0,NIIF PLENAS-GRUPO 1,6814868970.0,90923220.0,1475842900.0,1424027810.0,51815090.0
344,890900081,AUTOLARTE SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,2280905670.0,17811480.0,1179674970.0,683443240.0,496231730.0,2060025890.0,20335820.0,1180234470.0,690145310.0,490089160.0,NIIF PYMES-GRUPO 2,220879780.0,-2524340.0,-559500.0,-6702070.0,6142570.0
348,860072172,EMPACOR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",MANUFACTURA,2091308920.0,-108942730.0,2919105230.0,1669683490.0,1249421740.0,1855679800.0,-137596820.0,2834013880.0,1817494040.0,1016519840.0,NIIF PLENAS-GRUPO 1,235629120.0,28654090.0,85091350.0,-147810550.0,232901900.0
349,860533206,ENERGIA INTEGRAL ANDINA S.A. EN REORGANIZACION,SUPERSOCIEDADES,Costa Atlántica,SAN ANDRES Y PROVIDENCIA,SAN-ANDRES-SAN ANDRES Y PROVIDENCIA,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",COMERCIO,1531651570.0,43358690.0,6029130250.0,2908302400.0,3120827850.0,1586874890.0,209252330.0,5767076530.0,2729373130.0,3037703400.0,NIIF PLENAS-GRUPO 1,-55223320.0,-165893640.0,262053720.0,178929270.0,83124450.0
351,830095262,QMAX SOLUTIONS COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO-HIDROCARBUROS,1515363690.0,47574440.0,1270532200.0,447776880.0,822755320.0,1176805510.0,-49688340.0,981353060.0,389844790.0,591508270.0,NIIF PLENAS-GRUPO 1,338558180.0,97262780.0,289179140.0,57932090.0,231247050.0
352,900439301,INVERSIONES INT COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,I5611 - Expendio a la mesa de comidas preparadas,SERVICIOS,1782104520.0,-3255370.0,881757960.0,590159510.0,291598450.0,1282403620.0,14305450.0,609465230.0,323634290.0,285830940.0,NIIF PYMES-GRUPO 2,499700900.0,-17560820.0,272292730.0,266525220.0,5767510.0
353,800100610,TECNOFARMA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,2824690890.0,18195720.0,1648671490.0,1170648600.0,478022890.0,2508094940.0,150918340.0,1594147310.0,1077319330.0,516827980.0,NIIF PLENAS-GRUPO 1,316595950.0,-132722620.0,54524180.0,93329270.0,-38805090.0
357,890905022,CONVEL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,1623389250.0,17096180.0,1051698020.0,662214650.0,389483370.0,1796814090.0,50870090.0,755495690.0,368387380.0,387108310.0,NIIF PLENAS-GRUPO 1,-173424840.0,-33773910.0,296202330.0,293827270.0,2375060.0
359,860025792,SOCIEDAD DE FABRICACION DE AUTOMOTORES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,C2910 - Fabricación de vehículos automotores y sus motores,MANUFACTURA,26554924030.0,582783320.0,8212431920.0,6391162790.0,1821269130.0,27149322820.0,1212172940.0,7438047940.0,5617574020.0,1820473920.0,NIIF PLENAS-GRUPO 1,-594398790.0,-629389620.0,774383980.0,773588770.0,795210.0
360,900166896,HINO MOTORS MANUFACTURING COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,C2910 - Fabricación de vehículos automotores y sus motores,MANUFACTURA,5117060910.0,93844140.0,1769949040.0,934252140.0,835696900.0,3784427880.0,121402130.0,1525063070.0,803016740.0,722046330.0,NIIF PLENAS-GRUPO 1,1332633030.0,-27557990.0,244885970.0,131235400.0,113650570.0
361,860028601,FINANZAUTO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,SERVICIOS,2217643110.0,360885660.0,10663367630.0,6729956280.0,3933411350.0,2045282540.0,299727660.0,9096438430.0,5470581150.0,3625857280.0,NIIF PLENAS-GRUPO 1,172360570.0,61158000.0,1566929200.0,1259375130.0,307554070.0
364,860516806,PERMODA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,6935310030.0,280652800.0,6136037570.0,3632940370.0,2503097200.0,4546569940.0,49333130.0,5226727490.0,2829541610.0,2397185880.0,NIIF PLENAS-GRUPO 1,2388740090.0,231319670.0,909310080.0,803398760.0,105911320.0
365,830037946,PANAMERICANA LIBRERIA Y PAPELERIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",COMERCIO,5664576370.0,300567730.0,8083966920.0,1954638950.0,6129327970.0,5801662420.0,415676350.0,7965079330.0,2136319090.0,5828760240.0,NIIF PYMES-GRUPO 2,-137086050.0,-115108620.0,118887590.0,-181680140.0,300567730.0
366,890800718,SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,7829580230.0,540140060.0,6868532720.0,3041724540.0,3826808180.0,7733558680.0,125070830.0,5934739990.0,2770181620.0,3164558370.0,NIIF PYMES-GRUPO 2,96021550.0,415069230.0,933792730.0,271542920.0,662249810.0
367,811010485,FGA FONDO DE GARANTIAS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,SERVICIOS,1801120210.0,120348160.0,1693818170.0,972534470.0,721283700.0,1237552120.0,106554720.0,1268736020.0,662027590.0,606708430.0,NIIF PLENAS-GRUPO 1,563568090.0,13793440.0,425082150.0,310506880.0,114575270.0
369,832004332,MINAS Y MINERALES SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA-CUNDINAMARCA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,1510386520.0,42429150.0,413094100.0,271207340.0,141886760.0,1157661800.0,37017870.0,354154550.0,234707290.0,119447260.0,NIIF PYMES-GRUPO 2,352724720.0,5411280.0,58939550.0,36500050.0,22439500.0
370,811021654,Internexa S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,J6110 - Actividades de telecomunicaciones alámbricas,SERVICIOS,1641809400.0,-642228380.0,3753296390.0,3030749810.0,722546580.0,1716087220.0,-83730790.0,4518642350.0,2988142720.0,1530499630.0,NIIF PLENAS-GRUPO 1,-74277820.0,-558497590.0,-765345960.0,42607090.0,-807953050.0
371,830055659,GTM COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,1810402610.0,61987910.0,1197749260.0,923752360.0,273996900.0,1579967620.0,36128320.0,797103270.0,585094270.0,212009000.0,NIIF PLENAS-GRUPO 1,230434990.0,25859590.0,400645990.0,338658090.0,61987900.0
372,891100445,ORF S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1051 - Elaboración de productos de molinería,MANUFACTURA,11112069950.0,282870920.0,9419551880.0,4536125820.0,4883426060.0,12416374390.0,175417660.0,9177887830.0,4535243870.0,4642643960.0,NIIF PLENAS-GRUPO 1,-1304304440.0,107453260.0,241664050.0,881950.0,240782100.0
373,860002302,ETERNIT COLOMBIANA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SIBATE-CUNDINAMARCA,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",MANUFACTURA,2296993670.0,-145712660.0,3402378490.0,1024007960.0,2378370530.0,1408777290.0,29699960.0,3337203130.0,885330330.0,2451872800.0,NIIF PLENAS-GRUPO 1,888216380.0,-175412620.0,65175360.0,138677630.0,-73502270.0
374,900058852,DIALSA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,1624207760.0,20355800.0,528258480.0,366793500.0,161464980.0,1540067720.0,8615250.0,555163380.0,414054200.0,141109180.0,NIIF PYMES-GRUPO 2,84140040.0,11740550.0,-26904900.0,-47260700.0,20355800.0
